scenario_id,design_family,N,T,rho_Y,rho_D,rho_Z,sigma_alpha_Z,unit_effect_heterogeneity,estimator_id,estimator,beta_true,n_requested,n_success,n_failed,failure_rate,mean_estimate,bias,relative_bias,rmse,coverage,mean_delta_z,abs_delta_z,mean_abs_delta_z,bias_ge_abs_delta_z,mcse_bias,mcse_rmse,mcse_coverage,mcse_delta_z,mean_instrument_count,ar2_rejection_rate_05,hansen_rejection_rate_05
"P_N100_T15_RY20","principal",100,15,0.2,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.999642878299854,-0.000357121700146105,-0.000357121700146105,0.13334626863497,0.96,-0.011506863388237,0.011506863388237,0.0286031694848252,FALSE,0.00596937740296925,0.00426788708000881,0.00876356092008266,0.00167013727834229,6,0.048,0.05
"P_N100_T15_RY20","principal",100,15,0.2,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.0138713947168,0.0138713947167987,0.0138713947167987,0.0284380809323212,0.92,-0.0328480801513889,0.0328480801513889,0.0328480801513889,FALSE,0.00111134508017199,0.000867804280885213,0.0121326007104825,0.000327355443307111,NA,NA,NA
"P_N100_T15_RY20","principal",100,15,0.2,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.01067445682846,0.0106744568284551,0.0106744568284551,0.0289598183992931,0.924,-0.0371642307390381,0.0371642307390381,0.0371642307390381,FALSE,0.00120513850819016,0.000942941565544492,0.0118510759005248,0.000389592411893992,NA,NA,NA
"P_N100_T15_RY50","principal",100,15,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.995329430884797,-0.00467056911520352,-0.00467056911520352,0.12393162795293,0.956,-0.00214956073594145,0.00214956073594145,0.0254051188149785,TRUE,0.00554400038446364,0.00392073691269004,0.00917213170424412,0.00157980236594469,6,0.04,0.046
"P_N100_T15_RY50","principal",100,15,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.01289582140337,0.0128958214033681,0.0128958214033681,0.0282344400308277,0.928,-0.0318118316006579,0.0318118316006579,0.0318118316006579,FALSE,0.00112440711982623,0.0008716723088276,0.0115599307956406,0.000331607715492679,NA,NA,NA
"P_N100_T15_RY50","principal",100,15,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.01496066161572,0.0149606616157189,0.0149606616157189,0.0321224299475614,0.916,-0.0357386895343069,0.0357386895343069,0.0357386895343069,FALSE,0.00127251593826489,0.00106946257442356,0.0124051602166195,0.00039894171059264,NA,NA,NA
"P_N100_T15_RY80","principal",100,15,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.957970096098592,-0.0420299039014085,-0.0420299039014085,0.287209668339361,0.992,-0.0284273738289301,0.0284273738289301,0.0891311296601229,TRUE,0.0127188560858102,0.0155464482041812,0.0039839678713564,0.00817445293807851,6,0.038,0.034
"P_N100_T15_RY80","principal",100,15,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.00028059548834,0.000280595488343068,0.000280595488343068,0.0263027562179201,0.934,-0.0320101244947898,0.0320101244947898,0.0320101244947898,FALSE,0.00117740607770052,0.000848955676893775,0.0111035129576184,0.000335005898633592,NA,NA,NA
"P_N100_T15_RY80","principal",100,15,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.0181423650797,0.0181423650797038,0.0181423650797038,0.0337704336893915,0.9,-0.0367937345727881,0.0367937345727881,0.0367937345727881,FALSE,0.00127508637051504,0.00109607146642185,0.0134164078649987,0.000429590392413575,NA,NA,NA
"P_N100_T20_RY20","principal",100,20,0.2,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.00138968114228,0.00138968114228022,0.00138968114228022,0.107474176341496,0.948,-0.0101572733574375,0.0101572733574375,0.021081571142356,FALSE,0.00481080267501875,0.00362606089200052,0.00992935043192656,0.00116367167621878,6,0.052,0.05
"P_N100_T20_RY20","principal",100,20,0.2,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.01535197010413,0.0153519701041317,0.0153519701041317,0.0274930091330625,0.888,-0.0343522890909389,0.0343522890909389,0.0343522890909389,FALSE,0.00102100442226544,0.000834055542924476,0.014103616557465,0.000268842682690343,NA,NA,NA
"P_N100_T20_RY20","principal",100,20,0.2,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00978179916892,0.009781799168917,0.009781799168917,0.0260622418813327,0.922,-0.0379536989954045,0.0379536989954045,0.0379536989954045,FALSE,0.00108141232609871,0.000824084796533309,0.0119929979571415,0.000306031463878348,NA,NA,NA
"P_N100_T20_RY50","principal",100,20,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.00020013935976,0.000200139359763217,0.000200139359763217,0.103387788155333,0.932,-0.0051434288979039,0.0051434288979039,0.0183582771644208,FALSE,0.00462826436473079,0.00352231470560417,0.0112584190719657,0.00107845162324741,6,0.036,0.054
"P_N100_T20_RY50","principal",100,20,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.01230993336828,0.0123099333682822,0.0123099333682822,0.0253529625899976,0.898,-0.0329838697399556,0.0329838697399556,0.0329838697399556,FALSE,0.000992192217218197,0.000754515323569808,0.0135348439222623,0.00028183494315042,NA,NA,NA
"P_N100_T20_RY50","principal",100,20,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.01010518998994,0.010105189989944,0.010105189989944,0.0252548953435681,0.936,-0.0358874676303337,0.0358874676303337,0.0358874676303337,FALSE,0.00103611622022196,0.000789517508526394,0.0109456840809517,0.000324492027355183,NA,NA,NA
"P_N100_T20_RY80","principal",100,20,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.970675889481842,-0.0293241105181577,-0.0293241105181577,0.211855040447445,0.986,-0.042854910822427,0.042854910822427,0.0693687269713085,FALSE,0.00939264355314559,0.0124164612072636,0.00525433154644813,0.00785118638364324,6,0.046,0.062
"P_N100_T20_RY80","principal",100,20,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.00270770638751,0.00270770638750831,0.00270770638750831,0.0213900527007069,0.942,-0.0327832545797937,0.0327832545797937,0.0327832545797937,FALSE,0.000949847240811852,0.000659243531432642,0.0104533248299285,0.000309446223444187,NA,NA,NA
"P_N100_T20_RY80","principal",100,20,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.01350800829714,0.0135080082971406,0.0135080082971406,0.0266082620567456,0.912,-0.036420547553937,0.036420547553937,0.036420547553937,FALSE,0.00102624216880213,0.000884976479553091,0.0126693330526907,0.000366161920509412,NA,NA,NA
"P_N100_T30_RY20","principal",100,30,0.2,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.00233302429326,0.00233302429325826,0.00233302429325826,0.0794390176103662,0.954,-0.0132334613829045,0.0132334613829045,0.0182358235196469,FALSE,0.00355464485330962,0.00253496740961924,0.00936845771725528,0.000840261928350622,6,0.054,0.052
"P_N100_T30_RY20","principal",100,30,0.2,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.01013766004947,0.0101376600494655,0.0101376600494655,0.0192590032476466,0.924,-0.0358408033007121,0.0358408033007121,0.0358408033007121,FALSE,0.000733040795074295,0.000589371922176861,0.0118510759005248,0.000222503613743775,NA,NA,NA
"P_N100_T30_RY20","principal",100,30,0.2,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00439807017243,0.00439807017242913,0.00439807017242913,0.0177932278667827,0.958,-0.0381150936737182,0.0381150936737182,0.0381150936737182,FALSE,0.000771818165059046,0.000547087464866703,0.00897061870775924,0.000253029838020927,NA,NA,NA
"P_N100_T30_RY50","principal",100,30,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.00105721429997,0.00105721429997259,0.00105721429997259,0.0748738900546085,0.936,-0.0064099837234378,0.0064099837234378,0.0137160884162809,FALSE,0.0033514815046811,0.00234896743089528,0.0109456840809517,0.000752274954037419,6,0.042,0.058
"P_N100_T30_RY50","principal",100,30,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.00905603003937,0.0090560300393666,0.0090560300393666,0.0203929234469819,0.906,-0.0332706044743301,0.0332706044743301,0.0332706044743301,FALSE,0.000817959294890216,0.000610221352989571,0.0130509769749241,0.000233996644459518,NA,NA,NA
"P_N100_T30_RY50","principal",100,30,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00465502353512,0.00465502353512249,0.00465502353512249,0.0193998891869677,0.93,-0.0349402561429482,0.0349402561429482,0.0349402561429482,FALSE,0.000843086295530645,0.000611141594452808,0.0114105214604767,0.000253124519590084,NA,NA,NA
"P_N100_T30_RY80","principal",100,30,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.992568217637343,-0.00743178236265742,-0.00743178236265742,0.119847383163884,0.978,-0.0260697456549434,0.0260697456549434,0.0365601227337627,FALSE,0.00535478058135334,0.00435282608113879,0.00655987804764693,0.00270561115521403,6,0.05,0.034
"P_N100_T30_RY80","principal",100,30,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.00444492239513,0.00444492239513197,0.00444492239513197,0.0185464861506248,0.924,-0.0335192524356755,0.0335192524356755,0.0335192524356755,FALSE,0.000806057742995641,0.000582991169355693,0.0118510759005248,0.000234197855183423,NA,NA,NA
"P_N100_T30_RY80","principal",100,30,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00854031856451,0.00854031856450603,0.00854031856450603,0.0208190459523613,0.912,-0.03572178010061,0.03572178010061,0.03572178010061,FALSE,0.000849962433666254,0.000618414209129135,0.0126693330526907,0.000274377963597228,NA,NA,NA
"P_N100_T50_RY20","principal",100,50,0.2,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.00124466621585,0.00124466621585213,0.00124466621585213,0.0558436951823112,0.95,-0.0131008679547883,0.0131008679547883,0.014841602793763,FALSE,0.00249928610954543,0.00168658867212198,0.00974679434480897,0.000589904995839829,6,0.042,0.046
"P_N100_T50_RY20","principal",100,50,0.2,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.0059931152929,0.00599311529289603,0.00599311529289603,0.0150045734539285,0.916,-0.0365133978766091,0.0365133978766091,0.0365133978766091,FALSE,0.000615790535171821,0.000465136409497363,0.0124051602166195,0.000168279565698967,NA,NA,NA
"P_N100_T50_RY20","principal",100,50,0.2,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00130993145665,0.00130993145664841,0.00130993145664841,0.0141198683643956,0.932,-0.0378789212668317,0.0378789212668317,0.0378789212668317,FALSE,0.000629366131809794,0.000438073077004086,0.0112584190719657,0.000177608695784235,NA,NA,NA
"P_N100_T50_RY50","principal",100,50,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.00462776191632,0.00462776191632224,0.00462776191632224,0.0514912094415758,0.944,-0.00587311500148104,0.00587311500148104,0.010338554127474,FALSE,0.00229573468290059,0.00164728492034071,0.0102824121683582,0.000531727040099206,6,0.052,0.054
"P_N100_T50_RY50","principal",100,50,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.0065560835688,0.00655608356880437,0.00655608356880437,0.0148645216449595,0.924,-0.0337492868288733,0.0337492868288733,0.0337492868288733,FALSE,0.000597207549902014,0.000507930692784689,0.0118510759005248,0.000178235640195146,NA,NA,NA
"P_N100_T50_RY50","principal",100,50,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00208918164715,0.00208918164714728,0.00208918164714728,0.0138076167559095,0.942,-0.0344627944003633,0.0344627944003633,0.0344627944003633,FALSE,0.000610997411385706,0.000473221325793812,0.0104533248299285,0.000187513623393694,NA,NA,NA
"P_N100_T50_RY80","principal",100,50,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.00168413190765,0.00168413190764853,0.00168413190764853,0.0743827785595347,0.96,-0.0254404373447178,0.0254404373447178,0.0264475569028655,FALSE,0.00332897687976966,0.00350226373698727,0.00876356092008266,0.000839275625098178,6,0.042,0.042
"P_N100_T50_RY80","principal",100,50,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.00508014539282,0.00508014539282245,0.00508014539282245,0.0137764980173736,0.928,-0.0345136964864792,0.0345136964864792,0.0345136964864792,FALSE,0.000573258485679692,0.000388245547349688,0.0115599307956406,0.000184356561699467,NA,NA,NA
"P_N100_T50_RY80","principal",100,50,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00546242245975,0.00546242245974498,0.00546242245974498,0.0140016957443378,0.936,-0.0355970012465871,0.0355970012465871,0.0355970012465871,FALSE,0.000577135182790819,0.000390151239987072,0.0109456840809517,0.000199888014801523,NA,NA,NA
"P_N250_T08_RY20","principal",250,8,0.2,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.00189446682722,0.00189446682722412,0.00189446682722412,0.14788312572495,0.968,-0.00530241926283841,0.00530241926283841,0.0309287921222338,FALSE,0.00661961466672462,0.00485942767450819,0.00787095928079927,0.00184983455201914,6,0.05,0.046
"P_N250_T08_RY20","principal",250,8,0.2,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.01798062188406,0.0179806218840629,0.0179806218840629,0.0297464464059847,0.878,-0.0289015977389,0.0289015977389,0.0289015977389,FALSE,0.00106082388525335,0.000828486796627143,0.0146366662871024,0.000279754911925098,NA,NA,NA
"P_N250_T08_RY20","principal",250,8,0.2,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.03365426372937,0.0336542637293746,0.0336542637293746,0.0446761638009927,0.76,-0.0356466857903913,0.0356466857903913,0.0356466857903913,FALSE,0.00131535569745804,0.00107438019235648,0.0190997382181013,0.00039389503554628,NA,NA,NA
"P_N250_T08_RY50","principal",250,8,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.00466249865694,0.0046624986569376,0.0046624986569376,0.139794820626289,0.97,-0.00372784262744318,0.00372784262744318,0.0274377605265884,TRUE,0.00625459397979796,0.00419567728470058,0.00762889244910426,0.00167776793861878,6,0.038,0.036
"P_N250_T08_RY50","principal",250,8,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.01377702317174,0.013777023171741,0.013777023171741,0.0275985984037139,0.904,-0.028298838809125,0.028298838809125,0.028298838809125,FALSE,0.00107053473647218,0.000933415716596178,0.0131745208641529,0.00028466801663224,NA,NA,NA
"P_N250_T08_RY50","principal",250,8,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.04542963179222,0.0454296317922152,0.0454296317922152,0.053805356143804,0.7,-0.0348732032080093,0.0348732032080093,0.0348732032080093,TRUE,0.00129060494816778,0.00127818289455133,0.0204939015319192,0.000386698960413758,NA,NA,NA
"P_N250_T08_RY80","principal",250,8,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.945859664950788,-0.0541403350492115,-0.0541403350492115,0.361424995360018,0.988,-0.0345011376635891,0.0345011376635891,0.143245564965529,TRUE,0.0159970470340972,0.0219316910974892,0.00486949689393063,0.0137350685631997,6,0.038,0.032
"P_N250_T08_RY80","principal",250,8,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,0.984434133434253,-0.015565866565747,-0.015565866565747,0.027449055405737,0.932,-0.0276076637543665,0.0276076637543665,0.0276076637543665,FALSE,0.00101210552643608,0.000865328191120018,0.0112584190719657,0.000296542784192045,NA,NA,NA
"P_N250_T08_RY80","principal",250,8,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.03494658551633,0.0349465855163318,0.0349465855163318,0.0451608266981616,0.798,-0.0345437928686724,0.0345437928686724,0.0345437928686724,TRUE,0.00128052815757674,0.00116710804994681,0.0179552777756291,0.00042165066053206,NA,NA,NA
"P_N250_T10_RY20","principal",250,10,0.2,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.00865914679694,0.00865914679694262,0.00865914679694262,0.116628516069375,0.958,-0.00698540205710539,0.00698540205710539,0.0244232283609229,TRUE,0.00520659939202594,0.00370704762463397,0.00897061870775924,0.0014661355883476,6,0.056,0.062
"P_N250_T10_RY20","principal",250,10,0.2,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.01914540182999,0.0191454018299867,0.0191454018299867,0.0283152263175166,0.858,-0.0308123085086619,0.0308123085086619,0.0308123085086619,FALSE,0.000933892698067639,0.000871466815063274,0.0156099967969247,0.000252086546297253,NA,NA,NA
"P_N250_T10_RY20","principal",250,10,0.2,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.02392692924721,0.0239269292472066,0.0239269292472066,0.0341511765622933,0.82,-0.0367073991916727,0.0367073991916727,0.0367073991916727,FALSE,0.00109086654289377,0.00101569682520034,0.0171813852759316,0.000337363750691456,NA,NA,NA
"P_N250_T10_RY50","principal",250,10,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.00072746070887,0.000727460708871924,0.000727460708871924,0.105380043592302,0.952,-0.00423951097439773,0.00423951097439773,0.0216909124105272,FALSE,0.00471734623361916,0.00364039444877383,0.00955991631762538,0.00128423859205102,6,0.04,0.044
"P_N250_T10_RY50","principal",250,10,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.01586375415413,0.0158637541541272,0.0158637541541272,0.0259973447955717,0.858,-0.0298140053995926,0.0298140053995926,0.0298140053995926,FALSE,0.000922012307132345,0.000728719968708773,0.0156099967969247,0.000258952698615932,NA,NA,NA
"P_N250_T10_RY50","principal",250,10,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.03249278298445,0.0324927829844525,0.0324927829844525,0.0402346955532168,0.722,-0.035547153513323,0.035547153513323,0.035547153513323,FALSE,0.00106224115572522,0.000935298678214166,0.0200357680162254,0.000331731429695149,NA,NA,NA
"P_N250_T10_RY80","principal",250,10,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.957592382923474,-0.0424076170765261,-0.0424076170765261,0.318035372764648,0.994,-0.0371279816658952,0.0371279816658952,0.100572050165165,TRUE,0.0141100805608524,0.0213830295512048,0.00345369367489359,0.00817315664796272,6,0.056,0.044
"P_N250_T10_RY80","principal",250,10,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,0.992314442766787,-0.00768555723321343,-0.00768555723321343,0.0221628848829388,0.93,-0.0293274572952115,0.0293274572952115,0.0293274572952115,FALSE,0.000930582247486739,0.000633431923199006,0.0114105214604767,0.000271350673150018,NA,NA,NA
"P_N250_T10_RY80","principal",250,10,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.02758240769265,0.0275824076926481,0.0275824076926481,0.0370631291209837,0.796,-0.0357779552338999,0.0357779552338999,0.0357779552338999,FALSE,0.00110825498440179,0.00101645277047753,0.0180213207063189,0.00037761824219301,NA,NA,NA
"P_N250_T15_RY20","principal",250,15,0.2,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.00094919623118,0.000949196231184205,0.000949196231184205,0.0849920434836199,0.942,-0.00995687492306006,0.00995687492306006,0.0167123519912514,FALSE,0.00380452912300169,0.00293618850151763,0.0104533248299285,0.000853852874335086,6,0.052,0.032
"P_N250_T15_RY20","principal",250,15,0.2,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.01295531135493,0.0129553113549338,0.0129553113549338,0.0209760031890554,0.88,-0.0333309254214128,0.0333309254214128,0.0333309254214128,FALSE,0.000738509327647268,0.000692678751167821,0.014532721699668,0.000194740723380718,NA,NA,NA
"P_N250_T15_RY20","principal",250,15,0.2,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.0096058054748,0.00960580547480212,0.00960580547480212,0.0203949205217617,0.908,-0.0379494966762425,0.0379494966762425,0.0379494966762425,FALSE,0.000805394244029039,0.000690332369372769,0.01292563344676,0.000245996793789115,NA,NA,NA
"P_N250_T15_RY50","principal",250,15,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.00642537058183,0.00642537058183369,0.00642537058183369,0.0730584242660241,0.958,-0.0049939635087465,0.0049939635087465,0.0144906404191206,TRUE,0.00325787098962052,0.00234405293280939,0.00897061870775924,0.000814207771760842,6,0.052,0.072
"P_N250_T15_RY50","principal",250,15,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.01461631815134,0.0146163181513371,0.0146163181513371,0.0220312620173561,0.846,-0.0316871656051585,0.0316871656051585,0.0316871656051585,FALSE,0.000737948939172783,0.000629100576019848,0.016142118820031,0.000205348024618622,NA,NA,NA
"P_N250_T15_RY50","principal",250,15,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.01777895048975,0.0177789504897504,0.0177789504897504,0.0256699315158952,0.816,-0.0356314685271254,0.0356314685271254,0.0356314685271254,FALSE,0.00082890456179988,0.000741687227391781,0.0173288199251998,0.000243808707145261,NA,NA,NA
"P_N250_T15_RY80","principal",250,15,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.990757690019056,-0.00924230998094356,-0.00924230998094356,0.19179017971626,0.99,-0.0269096037932594,0.0269096037932594,0.05081172510268,FALSE,0.00857573273063925,0.0152161021300601,0.0044497190922574,0.00407511693090834,6,0.034,0.04
"P_N250_T15_RY80","principal",250,15,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,0.999813141527894,-0.00018685847210626,-0.00018685847210626,0.0157367963015201,0.956,-0.0313371857844786,0.0313371857844786,0.0313371857844786,FALSE,0.000704426089611487,0.000481610425163268,0.00917213170424412,0.000216646483085748,NA,NA,NA
"P_N250_T15_RY80","principal",250,15,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.01803228301607,0.0180322830160672,0.0180322830160672,0.0252220389315893,0.832,-0.035878261807835,0.035878261807835,0.035878261807835,FALSE,0.000789444411689908,0.000694163378868172,0.0167198086113448,0.000279235501062172,NA,NA,NA
"P_N250_T20_RY20","principal",250,20,0.2,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.999909963544983,-0.0000900364550171624,-0.0000900364550171624,0.0640002639859454,0.956,-0.0122984422883064,0.0122984422883064,0.0162963216141904,FALSE,0.00286504246112043,0.00195676827723624,0.00917213170424412,0.000746910787405004,6,0.05,0.06
"P_N250_T20_RY20","principal",250,20,0.2,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.01266665529329,0.0126666552932929,0.0126666552932929,0.0189530050363797,0.866,-0.0340749360735375,0.0340749360735375,0.0340749360735375,FALSE,0.000631142748923645,0.000552643567453076,0.0152344346793703,0.000178464491250673,NA,NA,NA
"P_N250_T20_RY20","principal",250,20,0.2,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.00756950240166,0.00756950240165894,0.00756950240165894,0.0167288703692,0.912,-0.0377284935659378,0.0377284935659378,0.0377284935659378,FALSE,0.000667837921520182,0.00053047825931011,0.0126693330526907,0.000202606725845596,NA,NA,NA
"P_N250_T20_RY50","principal",250,20,0.5,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,1.00302241920863,0.00302241920863028,0.00302241920863028,0.0578368008120511,0.964,-0.00417347045580779,0.00417347045580779,0.0112234124443874,FALSE,0.00258559308550436,0.00187180732750784,0.0083311463797007,0.000605095018671755,6,0.048,0.042
"P_N250_T20_RY50","principal",250,20,0.5,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.01231149408829,0.0123114940882865,0.0123114940882865,0.0186062734372046,0.858,-0.0324993880614681,0.0324993880614681,0.0324993880614681,FALSE,0.00062451668612674,0.000551134180280455,0.0156099967969247,0.000178168083797953,NA,NA,NA
"P_N250_T20_RY50","principal",250,20,0.5,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.01048432939149,0.0104843293914862,0.0104843293914862,0.0181120948443086,0.898,-0.0352812228647685,0.0352812228647685,0.0352812228647685,FALSE,0.000661156478830159,0.000557777754967428,0.0135348439222623,0.000206292132547384,NA,NA,NA
"P_N250_T20_RY80","principal",250,20,0.8,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.988805577253253,-0.0111944227467468,-0.0111944227467468,0.121887898808951,0.98,-0.0233937356387227,0.0233937356387227,0.0320748935200117,FALSE,0.0054333905636251,0.00813592959995041,0.00626099033699941,0.00158040734262871,6,0.068,0.032
"P_N250_T20_RY80","principal",250,20,0.8,0.5,0.5,0.5,"baseline","fe_adl","FE-ADL within",1,500,500,0,0,1.00285233930825,0.00285233930825067,0.00285233930825067,0.0141387198179494,0.938,-0.0327947089706787,0.0327947089706787,0.0327947089706787,FALSE,0.000619922353663188,0.000432974120622489,0.0107848041243223,0.000171102367110385,NA,NA,NA
"P_N250_T20_RY80","principal",250,20,0.8,0.5,0.5,0.5,"baseline","hpj_fe_adl","split-panel jackknife FE-ADL",1,500,500,0,0,1.01359416263984,0.0135941626398422,0.0135941626398422,0.0202783793326427,0.836,-0.0363520667665199,0.0363520667665199,0.0363520667665199,FALSE,0.000673595042680087,0.000587571240177077,0.0165592270351004,0.00021054845288446,NA,NA,NA
"P_N250_T30_RY20","principal",250,30,0.2,0.5,0.5,0.5,"baseline","arellano_bond","Arellano-Bond sensitivity",1,500,500,0,0,0.997276078088549,-0.00272392191145149,-0.00272392191145149,0.0554596734526635,0.926,-0.0134044020046049,0.0134044020046049,0.0149033385956539,FALSE,0.00247971959631436,0.00179927318806177,0.0117067501895274,0.000525419064928749,6,0.05,0.034
