polity4	year	iso	dqamtcode	pwtcode	countryname	wbregion	oecd	cur100	cap100
"1996NGA"	1996	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	43.75	25.0
"1997NGA"	1997	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	56.25	50.0
"1998NGA"	1998	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	56.25	50.0
"1999NGA"	1999	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	62.5	50.0
"2000NGA"	2000	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	62.5	50.0
"2001NGA"	2001	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	62.5	50.0
"2002NGA"	2002	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	62.5	50.0
"2003NGA"	2003	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	56.25	50.0
"2004NGA"	2004	"NGA"	6	"34"	"Nigeria"	"ssa"	"0"	56.25	50.0
"1950ZAF"	1950	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	56.25	62.5
"1951ZAF"	1951	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	56.25	62.5
"1952ZAF"	1952	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	56.25	62.5
"1953ZAF"	1953	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	56.25	62.5
"1954ZAF"	1954	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	56.25	62.5
"1955ZAF"	1955	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	56.25	62.5
"1956ZAF"	1956	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	31.25	37.5
"1957ZAF"	1957	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	43.75	37.5
"1958ZAF"	1958	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	31.25	37.5
"1959ZAF"	1959	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	31.25	37.5
"1960ZAF"	1960	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	18.75	37.5
"1961ZAF"	1961	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	18.75	25.0
"1962ZAF"	1962	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	18.75	25.0
"1963ZAF"	1963	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	18.75	25.0
"1964ZAF"	1964	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	18.75	25.0
"1965ZAF"	1965	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	18.75	25.0
"1966ZAF"	1966	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	18.75	25.0
"1967ZAF"	1967	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	18.75	12.5
"1968ZAF"	1968	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	18.75	12.5
"1969ZAF"	1969	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	18.75	12.5
"1970ZAF"	1970	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	18.75	12.5
"1971ZAF"	1971	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	18.75	12.5
"1972ZAF"	1972	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	12.5
"1973ZAF"	1973	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	12.5
"1974ZAF"	1974	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	12.5
"1975ZAF"	1975	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	12.5
"1976ZAF"	1976	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	12.5
"1977ZAF"	1977	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	12.5
"1978ZAF"	1978	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	12.5
"1979ZAF"	1979	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	37.5
"1980ZAF"	1980	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	37.5
"1981ZAF"	1981	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	37.5
"1982ZAF"	1982	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	18.75	37.5
"1983ZAF"	1983	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	37.5
"1984ZAF"	1984	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	37.5
"1985ZAF"	1985	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	18.75	37.5
"1986ZAF"	1986	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	18.75	37.5
"1987ZAF"	1987	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	37.5
"1988ZAF"	1988	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	37.5
"1989ZAF"	1989	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	37.5
"1990ZAF"	1990	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	37.5
"1991ZAF"	1991	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	37.5
"1992ZAF"	1992	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	37.5
"1993ZAF"	1993	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	37.5
"1994ZAF"	1994	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	37.5
"1995ZAF"	1995	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	37.5
"1996ZAF"	1996	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	25.0	50.0
"1997ZAF"	1997	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	37.5	50.0
"1998ZAF"	1998	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	43.75	50.0
"1999ZAF"	1999	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	43.75	50.0
"2000ZAF"	2000	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	37.5	50.0
"2001ZAF"	2001	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	37.5	50.0
"2002ZAF"	2002	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	37.5	50.0
"2003ZAF"	2003	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	37.5	50.0
"2004ZAF"	2004	"ZAF"	7	"41"	"South Africa"	"ssa"	"0"	37.5	50.0
"1956TUN"	1956	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	37.5	50.0
"1957TUN"	1957	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	37.5	50.0
"1958TUN"	1958	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	37.5	50.0
"1959TUN"	1959	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	31.25	50.0
"1960TUN"	1960	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	31.25	25.0
"1961TUN"	1961	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	25.0	37.5
"1962TUN"	1962	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	25.0	37.5
"1963TUN"	1963	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	25.0	37.5
"1964TUN"	1964	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	25.0	37.5
"1965TUN"	1965	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	25.0	37.5
"1966TUN"	1966	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	25.0	37.5
"1967TUN"	1967	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	25.0	37.5
"1968TUN"	1968	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	25.0	37.5
"1969TUN"	1969	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	25.0	37.5
"1970TUN"	1970	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	25.0	37.5
"1971TUN"	1971	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	31.25	37.5
"1972TUN"	1972	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	31.25	37.5
"1973TUN"	1973	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	31.25	37.5
"1974TUN"	1974	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	37.5	37.5
"1975TUN"	1975	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	37.5	37.5
"1976TUN"	1976	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	37.5	37.5
"1977TUN"	1977	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	37.5	37.5
"1978TUN"	1978	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	31.25	37.5
"1979TUN"	1979	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	31.25	37.5
"1980TUN"	1980	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	31.25	37.5
"1981TUN"	1981	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	31.25	37.5
"1982TUN"	1982	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	31.25	37.5
"1983TUN"	1983	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	31.25	37.5
"1984TUN"	1984	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	31.25	37.5
"1985TUN"	1985	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	31.25	37.5
"1986TUN"	1986	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	31.25	37.5
"1987TUN"	1987	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	31.25	37.5
"1988TUN"	1988	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	37.5	37.5
"1989TUN"	1989	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	37.5	37.5
"1990TUN"	1990	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	37.5	37.5
"1991TUN"	1991	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	37.5	37.5
"1992TUN"	1992	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	50.0	37.5
"1993TUN"	1993	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	50.0	50.0
"1994TUN"	1994	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	56.25	50.0
"1995TUN"	1995	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	56.25	50.0
"1996TUN"	1996	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	56.25	50.0
"1997TUN"	1997	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	56.25	50.0
"1998TUN"	1998	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	56.25	50.0
"1999TUN"	1999	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	56.25	50.0
"2000TUN"	2000	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	56.25	50.0
"2001TUN"	2001	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	56.25	50.0
"2002TUN"	2002	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	56.25	50.0
"2003TUN"	2003	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	56.25	50.0
"2004TUN"	2004	"TUN"	8	"46"	"Tunisia"	"mena"	"0"	56.25	50.0
"1950CAN"	1950	"CAN"	9	"54"	"Canada"	"na"	"yes"	25.0	50.0
"1951CAN"	1951	"CAN"	9	"54"	"Canada"	"na"	"yes"	25.0	50.0
"1952CAN"	1952	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1953CAN"	1953	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1954CAN"	1954	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1955CAN"	1955	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1956CAN"	1956	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1957CAN"	1957	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1958CAN"	1958	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1959CAN"	1959	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1960CAN"	1960	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1961CAN"	1961	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1962CAN"	1962	"CAN"	9	"54"	"Canada"	"na"	"yes"	87.5	100.0
"1963CAN"	1963	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1964CAN"	1964	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1965CAN"	1965	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1966CAN"	1966	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1967CAN"	1967	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1968CAN"	1968	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	87.5
"1969CAN"	1969	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	87.5
"1970CAN"	1970	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	87.5
"1971CAN"	1971	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	87.5
"1972CAN"	1972	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	87.5
"1973CAN"	1973	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	75.0
"1974CAN"	1974	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	75.0
"1975CAN"	1975	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	75.0
"1976CAN"	1976	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	75.0
"1977CAN"	1977	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	75.0
"1978CAN"	1978	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	75.0
"1979CAN"	1979	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	75.0
"1980CAN"	1980	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	75.0
"1981CAN"	1981	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	75.0
"1982CAN"	1982	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	75.0
"1983CAN"	1983	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	75.0
"1984CAN"	1984	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	75.0
"1985CAN"	1985	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	87.5
"1986CAN"	1986	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	87.5
"1987CAN"	1987	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	87.5
"1988CAN"	1988	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1989CAN"	1989	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1990CAN"	1990	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1991CAN"	1991	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1992CAN"	1992	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1993CAN"	1993	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1994CAN"	1994	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1995CAN"	1995	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1996CAN"	1996	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1997CAN"	1997	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1998CAN"	1998	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1999CAN"	1999	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"2000CAN"	2000	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"2001CAN"	2001	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"2002CAN"	2002	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"2003CAN"	2003	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"2004CAN"	2004	"CAN"	9	"54"	"Canada"	"na"	"yes"	100.0	100.0
"1950CRI"	1950	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	56.25	75.0
"1951CRI"	1951	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	62.5	75.0
"1952CRI"	1952	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	62.5	75.0
"1953CRI"	1953	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	62.5	75.0
"1954CRI"	1954	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	62.5	75.0
"1955CRI"	1955	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	62.5	75.0
"1956CRI"	1956	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	62.5	75.0
"1957CRI"	1957	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	62.5	75.0
"1958CRI"	1958	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	62.5	75.0
"1959CRI"	1959	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	62.5	75.0
"1960CRI"	1960	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	62.5	75.0
"1961CRI"	1961	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	93.75	100.0
"1962CRI"	1962	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	93.75	100.0
"1963CRI"	1963	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	93.75	100.0
"1964CRI"	1964	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	93.75	100.0
"1965CRI"	1965	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	93.75	100.0
"1966CRI"	1966	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	93.75	100.0
"1967CRI"	1967	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	62.5	87.5
"1968CRI"	1968	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	62.5	87.5
"1969CRI"	1969	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	87.5	100.0
"1970CRI"	1970	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	87.5	100.0
"1971CRI"	1971	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	81.25	87.5
"1972CRI"	1972	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	56.25	75.0
"1973CRI"	1973	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	56.25	75.0
"1974CRI"	1974	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	43.75	50.0
"1975CRI"	1975	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	43.75	50.0
"1976CRI"	1976	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	37.5	50.0
"1977CRI"	1977	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	37.5	50.0
"1978CRI"	1978	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	37.5	50.0
"1979CRI"	1979	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	37.5	50.0
"1980CRI"	1980	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	62.5	100.0
"1981CRI"	1981	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	50.0	87.5
"1982CRI"	1982	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	62.5	37.5
"1983CRI"	1983	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	62.5	50.0
"1984CRI"	1984	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	62.5	50.0
"1985CRI"	1985	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	62.5	50.0
"1986CRI"	1986	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	68.75	50.0
"1987CRI"	1987	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	68.75	50.0
"1988CRI"	1988	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	68.75	50.0
"1989CRI"	1989	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	68.75	50.0
"1990CRI"	1990	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	68.75	50.0
"1991CRI"	1991	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	68.75	50.0
"1992CRI"	1992	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	75.0	100.0
"1993CRI"	1993	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	75.0	100.0
"1994CRI"	1994	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	81.25	100.0
"1995CRI"	1995	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	87.5	100.0
"1996CRI"	1996	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	87.5	100.0
"1997CRI"	1997	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	87.5	100.0
"1998CRI"	1998	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	87.5	100.0
"1999CRI"	1999	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	87.5	100.0
"2000CRI"	2000	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	87.5	100.0
"2001CRI"	2001	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	87.5	100.0
"2002CRI"	2002	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	93.75	100.0
"2003CRI"	2003	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	93.75	100.0
"2004CRI"	2004	"CRI"	10	"55"	"Costa Rica"	"lac"	"0"	93.75	100.0
"1950DOM"	1950	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	93.75	100.0
"1951DOM"	1951	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	87.5	100.0
"1952DOM"	1952	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	87.5	100.0
"1953DOM"	1953	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	100.0	100.0
"1954DOM"	1954	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	100.0	100.0
"1955DOM"	1955	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	100.0	100.0
"1956DOM"	1956	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	100.0	100.0
"1957DOM"	1957	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	100.0	100.0
"1958DOM"	1958	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	100.0	100.0
"1959DOM"	1959	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	100.0	100.0
"1960DOM"	1960	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	100.0	100.0
"1961DOM"	1961	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	56.25	75.0
"1962DOM"	1962	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	56.25	50.0
"1963DOM"	1963	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	56.25	50.0
"1964DOM"	1964	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	50.0	50.0
"1965DOM"	1965	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	43.75	25.0
"1966DOM"	1966	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	37.5	37.5
"1967DOM"	1967	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	25.0	37.5
"1968DOM"	1968	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	25.0	37.5
"1969DOM"	1969	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	25.0	37.5
"1970DOM"	1970	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	31.25	37.5
"1971DOM"	1971	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	31.25	37.5
"1972DOM"	1972	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	37.5	37.5
"1973DOM"	1973	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	37.5	37.5
"1974DOM"	1974	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	37.5	37.5
"1975DOM"	1975	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	25.0	37.5
"1976DOM"	1976	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	25.0	37.5
"1977DOM"	1977	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	31.25	37.5
"1978DOM"	1978	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	31.25	25.0
"1979DOM"	1979	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	31.25	25.0
"1980DOM"	1980	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	43.75	25.0
"1981DOM"	1981	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	43.75	25.0
"1982DOM"	1982	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	43.75	25.0
"1983DOM"	1983	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	43.75	62.5
"1984DOM"	1984	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	68.75	62.5
"1985DOM"	1985	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	56.25	75.0
"1986DOM"	1986	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	56.25	75.0
"1987DOM"	1987	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	56.25	75.0
"1988DOM"	1988	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	25.0	50.0
"1989DOM"	1989	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	25.0	50.0
"1990DOM"	1990	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	25.0	50.0
"1991DOM"	1991	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	56.25	50.0
"1992DOM"	1992	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	62.5	50.0
"1993DOM"	1993	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	75.0	50.0
"1994DOM"	1994	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	68.75	50.0
"1995DOM"	1995	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	75.0	62.5
"1996DOM"	1996	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	62.5	62.5
"1997DOM"	1997	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	62.5	62.5
"1998DOM"	1998	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	62.5	62.5
"1999DOM"	1999	"DOM"	11	"57"	"Dominican Republic"	"lac"	"0"	62.5	62.5
"1950SLV"	1950	"SLV"	12	"58"	"El Salvador"	"lac"	"0"	100.0	100.0
"1951SLV"	1951	"SLV"	12	"58"	"El Salvador"	"lac"	"0"	100.0	100.0
"1952SLV"	1952	"SLV"	12	"58"	"El Salvador"	"lac"	"0"	100.0	100.0
"1953SLV"	1953	"SLV"	12	"58"	"El Salvador"	"lac"	"0"	100.0	100.0
"1954SLV"	1954	"SLV"	12	"58"	"El Salvador"	"lac"	"0"	100.0	100.0
"1955SLV"	1955	"SLV"	12	"58"	"El Salvador"	"lac"	"0"	100.0	100.0
"1956SLV"	1956	"SLV"	12	"58"	"El Salvador"	"lac"	"0"	100.0	100.0
"1957SLV"	1957	"SLV"	12	"58"	"El Salvador"	"lac"	"0"	100.0	100.0
"1958SLV"	1958	"SLV"	12	"58"	"El Salvador"	"lac"	"0"	100.0	100.0
"1959SLV"	1959	"SLV"	12	"58"	"El Salvador"	"lac"	"0"	100.0	100.0
"1960SLV"	1960	"SLV"	12	"58"	"El Salvador"	"lac"	"0"	100.0	100.0
"1961SLV"	1961	"SLV"	12	"58"	"El Salvador"	"lac"	"0"	37.5	12.5
"1962SLV"	1962	"SLV"	12	"58"	"El Salvador"	"lac"	"0"	25.0	12.5
"1963SLV"	1963	"SLV"	12	"58"	"El Salvador"	"lac"	"0"	25.0	37.5
